Subject_ID,Session_ID,Round_ID,Condition,Agent_Utility,Human_Utility,Raw_Arousal,Raw_Valence,Max_Arousal,Min_Arousal,Max_Valence,Min_Valence,Bidder,Agent_Move,User_Move,Scaled_Time,Norm_Arousal,Norm_Valence
52,2,7,CL,0.775,0.75,0.4504038393497467,0.4464029967784881,0.8167500000000001,-0.675,0.8167500000000001,-0.675,Human,,fortunate,0.16689,0.508837056275846,0.503473097742233
52,2,8,CL,0.9,0.55,0.4504038393497467,0.4464029967784881,0.8167500000000001,-0.675,0.8167500000000001,-0.675,Agent,selfish,,0.1791033333333333,0.508837056275846,0.503473097742233
52,2,9,CL,0.775,0.75,0.0268731079995632,0.0167336948215961,0.8167500000000001,-0.9479094557798466,0.8167500000000001,-0.9479094557798466,Human,,silent,0.2135566666666667,0.1047826373373885,0.0932910000758679
52,2,10,CL,,,0.0268731079995632,0.0167336948215961,0.8167500000000001,-0.9479094557798466,0.8167500000000001,-0.9479094557798466,,,,,0.1047826373373885,0.0932910000758679
53,1,1,CL,0.375,0.75,0.0,0.0,0.0,0.0,0.0,0.0,Human,,,0.03034555555555556,0.0,0.0
53,1,2,CL,0.875,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Agent,,,0.04814555555555555,0.0,0.0
53,1,3,CL,0.5,0.625,0.0999006405472755,0.0797778740525245,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Human,,concession,0.0660088888888889,-0.1135962631579586,-0.1698570692142438
53,1,4,CL,0.75,0.625,0.0999006405472755,0.0797778740525245,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Agent,concession,,0.07489111111111112,-0.1135962631579586,-0.1698570692142438
53,1,5,CL,0.8,0.8,0.0254377853125333,0.0229856017976999,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Human,,fortunate,0.09501555555555556,-0.2426370972541859,-0.260008160191573
53,1,6,CL,,,0.0254377853125333,0.0229856017976999,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,,,,,-0.2426370972541859,-0.260008160191573
53,2,1,FC,0.8,0.625,0.0,0.0,0.0,0.0,0.0,0.0,Human,,,0.06185,0.0,0.0
53,2,2,FC,0.85,0.525,0.0,0.0,0.0,0.0,0.0,0.0,Agent,,,0.06969222222222222,0.0,0.0
53,2,3,FC,0.425,0.775,0.1438381671905517,0.0268842205405235,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Human,,selfish,0.09873333333333334,0.1438381671905517,0.0268842205405235
53,2,4,FC,0.95,0.475,0.1438381671905517,0.0268842205405235,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Agent,selfish,,0.1132566666666667,0.1438381671905517,0.0268842205405235
53,2,5,FC,0.625,0.775,0.0775586366653442,0.1293700784444809,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Human,,nice,0.1355844444444445,0.0775586366653442,0.1293700784444809
53,2,6,FC,0.95,0.6,0.0775586366653442,0.1293700784444809,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Agent,nice,,0.1433766666666667,0.0775586366653442,0.1293700784444809
53,2,7,FC,0.7,0.55,-0.0101920003071427,0.1484535932540893,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Human,,concession,0.1834466666666667,-0.0101920003071427,0.1484535932540893
53,2,8,FC,0.9,0.55,-0.0101920003071427,0.1484535932540893,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Agent,unfortunate,,0.1990766666666667,-0.0101920003071427,0.1484535932540893
53,2,9,FC,0.85,0.65,0.079043872654438,0.0822465941309928,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Human,,fortunate,0.2135244444444444,0.079043872654438,0.0822465941309928
53,2,10,FC,0.875,0.5,0.079043872654438,0.0822465941309928,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Agent,unfortunate,,0.2213222222222222,0.079043872654438,0.0822465941309928
53,2,11,FC,0.825,0.6,0.050651416182518,0.2598246932029724,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Human,,unfortunate,0.2336444444444444,0.050651416182518,0.2598246932029724
53,2,12,FC,0.875,0.375,0.050651416182518,0.2598246932029724,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Agent,selfish,,0.24586,0.050651416182518,0.2598246932029724
53,2,13,FC,0.675,0.675,0.106310062110424,-0.0301024112850427,0.7425,-0.4115975499153137,0.8167500000000001,-0.4431853294372558,Human,,selfish,0.26484,0.106310062110424,-0.0301024112850427
